parcel,address,2021_land,2021_building,2021_total,2020_land,2020_building,2020_total,lat,lng
037 G004001,582 Congress St,193400.0,569000.0,762400.0,96700.0,296000.0,392700.0,43.654407,-70.262474
037 G005001,580 Congress St,253900.0,754400.0,1008300.0,127000.0,526900.0,653900.0,43.654464,-70.262405
037 G006001,578 Congress St,259100.0,179200.0,438300.0,90700.0,128700.0,219400.0,43.65457,-70.262368
037 G007001,576 Congress St,270800.0,149800.0,420600.0,135400.0,50400.0,185800.0,43.654611,-70.262309
037 G008001,574 Congress St,270600.0,178500.0,449100.0,94700.0,97100.0,191800.0,43.65467,-70.262253
037 G009001,570 Congress St,414300.0,298600.0,712900.0,207200.0,335500.0,542700.0,43.654728,-70.262139
037 G012001,584 Congress St,258600.0,146900.0,405500.0,90500.0,46500.0,137000.0,43.654378,-70.262516
037 G014001,562 Congress St,1439300.0,8097300.0,9536600.0,719700.0,4780300.0,5500000.0,43.654961,-70.261887
037 H001001,550 Congress St,280000.0,735800.0,1015800.0,140000.0,340400.0,480400.0,43.655278,-70.261603
037 H002001,540 Congress St,422400.0,1689800.0,2112200.0,70000.0,623600.0,693600.0,43.655423,-70.261276
037 H002002,540 Congress St,465900.0,2329700.0,2795600.0,190000.0,1962700.0,2152700.0,43.655423,-70.261276
037 H002003,540 Congress St,51880.0,207520.0,259400.0,29000.0,113900.0,142900.0,43.655423,-70.261276
037 H002004,540 Congress St,52900.0,211600.0,264500.0,29000.0,116400.0,145400.0,43.655423,-70.261276
037 H002005,540 Congress St,51880.0,207520.0,259400.0,29000.0,113900.0,142900.0,43.655423,-70.261276
037 H002006,540 Congress St,58060.0,232240.0,290300.0,32000.0,128700.0,160700.0,43.655423,-70.261276
037 H005001,536 Congress St,100600.0,492900.0,593500.0,100600.0,402600.0,503200.0,43.655598,-70.261246
037 H005003,536 Congress St,84500.0,1567100.0,1651600.0,84500.0,338100.0,422600.0,43.655598,-70.261246
037 H006001,522 Congress St,1871600.0,21369600.0,23241200.0,935800.0,9814900.0,10750700.0,43.655712,-70.260917
037 H009001,516 Congress St,968400.0,1954000.0,2922400.0,484200.0,350000.0,834200.0,43.65588,-70.260679
037 H010001,510 Congress St,1701000.0,4046900.0,5747900.0,850500.0,2912100.0,3762600.0,43.655998,-70.2605
037 H011001,500 Congress St,18000.0,473800.0,491800.0,18000.0,159800.0,177800.0,43.65628,-70.260318
037 H011002,500 Congress St,15600.0,413400.0,429000.0,15600.0,173000.0,188600.0,43.65628,-70.260318
037 H013001,504 Congress St,1173400.0,1272100.0,2445500.0,586700.0,589500.0,1176200.0,43.656044,-70.260147
037 I002101,490 Congress St,46500.0,601300.0,647800.0,46500.0,186100.0,232600.0,43.656518,-70.259925
037 I002102,492 Congress St,57000.0,711000.0,768000.0,57000.0,227900.0,284900.0,43.656493,-70.259974
037 I004001,480 Congress St,419000.0,1277500.0,1696500.0,209500.0,774200.0,983700.0,43.656739,-70.25956
037 I005001,486 Congress St,204900.0,402800.0,607700.0,102400.0,213600.0,316000.0,43.656622,-70.259826
037 I012001,104 Center St,701600.0,32700.0,734300.0,350800.0,21560.0,372360.0,43.656301,-70.259226
038 C012001,8 Cotton St,367400.0,2263500.0,2630900.0,808200.0,1054300.0,1862500.0,43.655236,-70.257056
038 C030001,59 Center St,270800.0,416400.0,687200.0,135400.0,198200.0,333600.0,43.655324,-70.257458
038 E009105,70 Center St,20000.0,355000.0,375000.0,20000.0,176000.0,196000.0,43.655256,-70.258189
038 E009106,70 Center St,18000.0,324900.0,342900.0,18000.0,161300.0,179300.0,43.655256,-70.258189
038 E009204,70 Center St,20000.0,352300.0,372300.0,20000.0,174600.0,194600.0,43.655256,-70.258189
038 E009205,70 Center St,20000.0,367000.0,387000.0,20000.0,182300.0,202300.0,43.655256,-70.258189
038 E009304,70 Center St,20000.0,370100.0,390100.0,20000.0,183900.0,203900.0,43.655256,-70.258189
038 E009305,70 Center St,20000.0,368200.0,388200.0,20000.0,182900.0,202900.0,43.655256,-70.258189
038 E009401,70 Center St,35000.0,638900.0,673900.0,35000.0,317300.0,352300.0,43.655256,-70.258189
038 E009G07,70 Center St,19000.0,334800.0,353800.0,19000.0,165900.0,184900.0,43.655256,-70.258189
038 E009G08,70 Center St,18000.0,329600.0,347600.0,18000.0,163700.0,181700.0,43.655256,-70.258189
038 E012001,52 Center St,310500.0,372800.0,683300.0,155300.0,257700.0,413000.0,43.655067,-70.257662
038 E030001,58 Center St,933100.0,51600.0,984700.0,466600.0,34030.0,500630.0,43.654993,-70.257956
038 F004001,241 Commercial St,475000.0,2574400.0,3049400.0,237500.0,1349300.0,1586800.0,43.655002,-70.254624
038 F006001,245 Commercial St,792500.0,6139000.0,6931500.0,396300.0,4280600.0,4676900.0,43.654896,-70.254784
038 F019001,19 Cross St,1533100.0,7222800.0,8755900.0,873900.0,6253800.0,7127700.0,43.65452,-70.275158
038 G00202A,269 Commercial St,48820.0,195280.0,244100.0,27000.0,108200.0,135200.0,43.654359,-70.255481
038 G00202B,269 Commercial St,49640.0,198560.0,248200.0,27500.0,110100.0,137600.0,43.654359,-70.255481
038 G00202D,269 Commercial St,51680.0,206720.0,258400.0,40000.0,159900.0,199900.0,43.654359,-70.255481
038 G00202E,269 Commercial St,50420.0,201680.0,252100.0,28000.0,111900.0,139900.0,43.654359,-70.255481
038 G00202F,269 Commercial St,53000.0,212000.0,265000.0,29500.0,118100.0,147600.0,43.654359,-70.255481
038 G00203A,269 Commercial St,50720.0,202880.0,253600.0,28200.0,112700.0,140900.0,43.654359,-70.255481
038 G00203B,269 Commercial St,48380.0,193520.0,241900.0,26800.0,107100.0,133900.0,43.654359,-70.255481
038 G00203C,269 Commercial St,54220.0,216880.0,271100.0,30300.0,121100.0,151400.0,43.654359,-70.255481
038 G00203D,269 Commercial St,50540.0,202160.0,252700.0,28100.0,112300.0,140400.0,43.654359,-70.255481
038 G00203E,269 Commercial St,50980.0,203920.0,254900.0,34000.0,136000.0,170000.0,43.654359,-70.255481
038 G00203F,269 Commercial St,51740.0,206960.0,258700.0,28800.0,115100.0,143900.0,43.654359,-70.255481
038 G00204A,269 Commercial St,50800.0,203200.0,254000.0,24800.0,99200.0,124000.0,43.654359,-70.255481
038 G00204B,269 Commercial St,53760.0,215040.0,268800.0,30000.0,120000.0,150000.0,43.654359,-70.255481
038 G00204C,269 Commercial St,67360.0,269440.0,336800.0,33600.0,134500.0,168100.0,43.654359,-70.255481
038 G00204D,269 Commercial St,46160.0,184640.0,230800.0,25400.0,101800.0,127200.0,43.654359,-70.255481
038 G00204E,269 Commercial St,51040.0,204160.0,255200.0,28400.0,113500.0,141900.0,43.654359,-70.255481
038 G00204F,269 Commercial St,53380.0,213520.0,266900.0,29800.0,119200.0,149000.0,43.654359,-70.255481
038 G00205A,269 Commercial St,57120.0,228480.0,285600.0,32000.0,128100.0,160100.0,43.654359,-70.255481
038 G00205B,269 Commercial St,61940.0,247760.0,309700.0,34900.0,139600.0,174500.0,43.654359,-70.255481
038 G00205C,269 Commercial St,55420.0,221680.0,277100.0,31000.0,124000.0,155000.0,43.654359,-70.255481
038 G00205D,269 Commercial St,63160.0,252640.0,315800.0,39800.0,159000.0,198800.0,43.654359,-70.255481
038 G00205E,269 Commercial St,61700.0,246800.0,308500.0,34800.0,139000.0,173800.0,43.654359,-70.255481
038 G002267,269 Commercial St,23500.0,635800.0,659300.0,23500.0,256800.0,280300.0,43.654359,-70.255481
038 G002271,269 Commercial St,21400.0,583300.0,604700.0,21400.0,235700.0,257100.0,43.654359,-70.255481
038 G005001,9 Center St,1800400.0,24752000.0,26552400.0,900200.0,4224300.0,5124500.0,43.654076,-70.255966
039 A001001,626 Congress St,511800.0,1332600.0,1844400.0,257800.0,552900.0,810700.0,43.653488,-70.264125
039 A002001,622 Congress St,274700.0,2539300.0,2814000.0,139600.0,890400.0,1030000.0,43.653535,-70.263959
039 A005001,616 Congress St,392300.0,1720700.0,2113000.0,198200.0,895700.0,1093900.0,43.653549,-70.263685
039 A007001,612 Congress St,102600.0,5500.0,108100.0,42800.0,3590.0,46390.0,43.65347,-70.263465
039 A008001,610 Congress St,300000.0,435600.0,735600.0,84000.0,244800.0,328800.0,43.653631,-70.263487
039 A009001,608 Congress St,190900.0,541500.0,732400.0,97200.0,192500.0,289700.0,43.653627,-70.263414
039 A010001,606 Congress St,295100.0,328000.0,623100.0,82600.0,165600.0,248200.0,43.653668,-70.263359
039 A013001,600 Congress St,353600.0,2555900.0,2909500.0,176800.0,999900.0,1176700.0,43.653723,-70.263213
039 A038001,612 Congress St,322700.0,445800.0,768500.0,90400.0,212300.0,302700.0,43.65347,-70.263465
040 E003001,311 Commercial St,107540.0,430160.0,537700.0,85700.0,342800.0,428500.0,43.653155,-70.256343
040 E003002,311 Commercial St,87580.0,350320.0,437900.0,57400.0,229400.0,286800.0,43.653155,-70.256343
040 E003003,311 Commercial St,79500.0,318000.0,397500.0,56700.0,226900.0,283600.0,43.653155,-70.256343
040 E003004,311 Commercial St,108240.0,432960.0,541200.0,82600.0,330300.0,412900.0,43.653155,-70.256343
040 E003005,311 Commercial St,118700.0,474800.0,593500.0,99100.0,396500.0,495600.0,43.653155,-70.256343
040 E003006,311 Commercial St,106460.0,425840.0,532300.0,84000.0,336100.0,420100.0,43.653155,-70.256343
040 E003007,311 Commercial St,77840.0,311360.0,389200.0,54900.0,219700.0,274600.0,43.653155,-70.256343
040 E003008,311 Commercial St,90660.0,362640.0,453300.0,68600.0,274500.0,343100.0,43.653155,-70.256343
040 E003009,311 Commercial St,99400.0,397600.0,497000.0,75500.0,302000.0,377500.0,43.653155,-70.256343
040 E00300H,311 Commercial St,2460300.0,29402900.0,31863200.0,2460300.0,9841300.0,12301600.0,43.653155,-70.256343
040 E00300R,311 Commercial St,262800.0,1490600.0,1753400.0,262800.0,1051300.0,1314100.0,43.653155,-70.256343
040 E003010,311 Commercial St,142800.0,571200.0,714000.0,105600.0,422200.0,527800.0,43.653155,-70.256343
040 E003011,311 Commercial St,99700.0,398800.0,498500.0,71700.0,286800.0,358500.0,43.653155,-70.256343
040 E003012,311 Commercial St,106460.0,425840.0,532300.0,79000.0,316000.0,395000.0,43.653155,-70.256343
040 E003013,311 Commercial St,93860.0,375440.0,469300.0,70000.0,280100.0,350100.0,43.653155,-70.256343
040 E003014,311 Commercial St,102740.0,410960.0,513700.0,79600.0,318300.0,397900.0,43.653155,-70.256343
040 F009001,305 Commercial St,3745400.0,10163500.0,13908900.0,1872700.0,4454900.0,6327600.0,43.653534,-70.256277
041 A015001,260 Commercial St,1175300.0,1095300.0,2270600.0,587700.0,607100.0,1194800.0,43.654126,-70.254808
041 A016001,252 Commercial St,1332000.0,21605700.0,22937700.0,129300.0,15058000.0,15187300.0,43.654289,-70.254422
042 A001001,379 Commercial St,2595700.0,19692800.0,22288500.0,1297900.0,2856700.0,4154600.0,43.65183,-70.25731
042 A003001,387 Commercial St,846700.0,0.0,846700.0,1296300.0,280900.0,1577200.0,43.65046,-70.25796
042 B001001,393 Commercial St,706300.0,969000.0,1675300.0,565000.0,661600.0,1226600.0,43.650473,-70.257965
042 C001110,344 Commercial St,46500.0,185900.0,232400.0,31630.0,126530.0,158160.0,43.643126,-70.273869
042 C001120,344 Commercial St,42400.0,169700.0,212100.0,28870.0,115480.0,144350.0,43.643126,-70.273869
042 C001130,344 Commercial St,47800.0,191300.0,239100.0,17080.0,68300.0,85380.0,43.643126,-70.273869
042 C00114A,344 Commercial St,33500.0,134200.0,167700.0,11980.0,47900.0,59880.0,43.643126,-70.273869
042 C00114B,344 Commercial St,17300.0,69200.0,86500.0,6180.0,24700.0,30880.0,43.643126,-70.273869
042 C00114C,344 Commercial St,8200.0,32800.0,41000.0,2930.0,11700.0,14630.0,43.643126,-70.273869
042 C00114D,344 Commercial St,8100.0,32500.0,40600.0,2900.0,11600.0,14500.0,43.643126,-70.273869
042 C001150,344 Commercial St,31900.0,127400.0,159300.0,11380.0,45500.0,56880.0,43.643126,-70.273869
042 C001160,344 Commercial St,7700.0,30800.0,38500.0,2750.0,11000.0,13750.0,43.643126,-70.273869
042 C001170,344 Commercial St,7600.0,30600.0,38200.0,2730.0,10900.0,13630.0,43.643126,-70.273869
042 C00118A,344 Commercial St,12100.0,48500.0,60600.0,4330.0,17300.0,21630.0,43.643126,-70.273869
042 C00118B,344 Commercial St,12100.0,48500.0,60600.0,4330.0,17300.0,21630.0,43.643126,-70.273869
042 C001190,344 Commercial St,11800.0,47000.0,58800.0,4200.0,16800.0,21000.0,43.643126,-70.273869
042 C001210,344 Commercial St,509400.0,2037600.0,2547000.0,346680.0,1386700.0,1733380.0,43.643126,-70.273869
042 C001310,344 Commercial St,236700.0,946700.0,1183400.0,161070.0,644280.0,805350.0,43.643126,-70.273869
042 C001330,344 Commercial St,155500.0,621900.0,777400.0,55530.0,237510.0,293040.0,43.643126,-70.273869
042 C001CCL,344 Commercial St,155700.0,622700.0,778400.0,105950.0,423810.0,529760.0,43.643126,-70.273869
042 C003001,378 Commercial St,2072400.0,684400.0,2756800.0,1480300.0,4546600.0,6026900.0,43.643127,-70.273876
042 D001001,382 Commercial St,218800.0,380800.0,599600.0,125000.0,266400.0,391400.0,43.650888,-70.2566
042 D002001,390 Commercial St,1260800.0,2185600.0,3446400.0,759200.0,1537200.0,2296400.0,43.650672,-70.25698
042 E001001,400 Commercial St,1725200.0,2895300.0,4620500.0,1014800.0,1451600.0,2466400.0,43.650319,-70.257158
042 F001001,418 Commercial St,1014400.0,640700.0,1655100.0,551000.0,361300.0,912300.0,43.649466,-70.256483
042 F003001,416 Commercial St,1274300.0,420400.0,1694700.0,513900.0,114500.0,628400.0,43.649872,-70.257132
042 G001001,430 Commercial St,1218900.0,470200.0,1689100.0,696900.0,267430.0,964330.0,43.649391,-70.257148
042 G004001,422 Commercial St,410600.0,119800.0,530400.0,10400.0,87600.0,98000.0,43.64977,-70.257511
042 G005001,430 Commercial St,434800.0,597100.0,1031900.0,172700.0,361700.0,534400.0,43.649391,-70.257148
043 D005001,454 Commercial St,5981700.0,2647700.0,8629400.0,6192500.0,7705200.0,13897700.0,43.648525,-70.257717
043 E010001,493 Commercial St,281000.0,3800.0,284800.0,140500.0,2530.0,143030.0,43.64414,-70.277454
043 H001001,450 Commercial St,1141600.0,2530000.0,3671600.0,709500.0,616400.0,1325900.0,43.648934,-70.257369
045 A001001,660 Congress St,210700.0,367700.0,578400.0,93700.0,364800.0,458500.0,43.653086,-70.265881
045 A002001,656 Congress St,216600.0,1938700.0,2155300.0,120300.0,747500.0,867800.0,43.653075,-70.265683
045 A003001,638 Congress St,2505400.0,11884000.0,14389400.0,1391900.0,3709900.0,5101800.0,43.653243,-70.265087
045 A034001,664 Congress St,194100.0,725800.0,919900.0,107800.0,357100.0,464900.0,43.653038,-70.266223
045 A035001,670 Congress St,231700.0,664600.0,896300.0,103000.0,508700.0,611700.0,43.653039,-70.26641
046 A002001,468 Cumberland Ave,267600.0,374000.0,641600.0,135000.0,178800.0,313800.0,43.655127,-70.267197
046 A003001,464 Cumberland Ave,269200.0,427600.0,696800.0,135700.0,176600.0,312300.0,43.655152,-70.267143
046 A004001,462 Cumberland Ave,296600.0,325600.0,622200.0,149200.0,127200.0,276400.0,43.655167,-70.266982
046 A005001,458 Cumberland Ave,293800.0,336000.0,629800.0,147800.0,139900.0,287700.0,43.655206,-70.266784
046 B001001,454 Cumberland Ave,137300.0,14200.0,151500.0,68600.0,9380.0,77980.0,43.655232,-70.266405
046 B002001,452 Cumberland Ave,278000.0,538200.0,816200.0,140000.0,220500.0,360500.0,43.655313,-70.26627
046 B003001,450 Cumberland Ave,275900.0,609700.0,885600.0,139000.0,237000.0,376000.0,43.655335,-70.266164
046 B004001,446 Cumberland Ave,230900.0,1347700.0,1578600.0,68400.0,531500.0,599900.0,43.65535,-70.265984
046 B006001,440 Cumberland Ave,91500.0,366000.0,457500.0,36600.0,146300.0,182900.0,43.655417,-70.26573
046 B006002,440 Cumberland Ave,84260.0,337040.0,421300.0,36100.0,144400.0,180500.0,43.655417,-70.26573
046 B006003,440 Cumberland Ave,62240.0,248960.0,311200.0,29100.0,116200.0,145300.0,43.655417,-70.26573
046 B006004,440 Cumberland Ave,60920.0,243680.0,304600.0,28400.0,113500.0,141900.0,43.655417,-70.26573
046 B006005,440 Cumberland Ave,67440.0,269760.0,337200.0,31600.0,126600.0,158200.0,43.655417,-70.26573
046 B006006,440 Cumberland Ave,66700.0,266800.0,333500.0,31300.0,125100.0,156400.0,43.655417,-70.26573
046 C011001,675 Congress St,204200.0,494300.0,698500.0,113400.0,254300.0,367700.0,43.6533,-70.266789
046 C012001,673 Congress St,176300.0,191200.0,367500.0,78400.0,79300.0,157700.0,43.6533,-70.266665
046 C013001,671 Congress St,183300.0,200400.0,383700.0,81500.0,88400.0,169900.0,43.653307,-70.266589
046 C019001,667 Congress St,600300.0,31715500.0,32315800.0,667000.0,13913600.0,14580600.0,43.653495,-70.266325
046 D018001,653 Congress St,200000.0,237500.0,437500.0,88900.0,146700.0,235600.0,43.653423,-70.265652
046 D021001,655 Congress St,577100.0,15390000.0,15967100.0,320600.0,4901900.0,5222500.0,43.653394,-70.265729
046 D022001,645 Congress St,1293600.0,6523100.0,7816700.0,1652900.0,2130800.0,3783700.0,43.653479,-70.265322
046 D026001,633 Congress St,617500.0,5882600.0,6500100.0,343100.0,1875000.0,2218100.0,43.653785,-70.26481
046 D028001,625 Congress St,236700.0,331800.0,568500.0,131500.0,96000.0,227500.0,43.653848,-70.264495
046 D029001,619 Congress St,782700.0,4286500.0,5069200.0,434800.0,2067800.0,2502600.0,43.653913,-70.264328
047 A002001,560 Cumberland Ave,273100.0,400000.0,673100.0,137600.0,177300.0,314900.0,43.654249,-70.272057
047 A003001,556 Cumberland Ave,221500.0,1385600.0,1607100.0,67600.0,577700.0,645300.0,43.654281,-70.271896
047 A005001,552 Cumberland Ave,294600.0,375000.0,669600.0,148200.0,155800.0,304000.0,43.654291,-70.271681
047 A006001,550 Cumberland Ave,293100.0,335300.0,628400.0,147500.0,142500.0,290000.0,43.654301,-70.27157
047 A007001,546 Cumberland Ave,231600.0,612700.0,844300.0,68400.0,254100.0,322500.0,43.654302,-70.27141
047 A008001,542 Cumberland Ave,290200.0,540400.0,830600.0,146100.0,241800.0,387900.0,43.65437,-70.271212
047 A009001,538 Cumberland Ave,302000.0,409700.0,711700.0,151800.0,150800.0,302600.0,43.654451,-70.271034
047 A010001,536 Cumberland Ave,270300.0,445900.0,716200.0,136300.0,174800.0,311100.0,43.654439,-70.270917
047 A011001,534 Cumberland Ave,270300.0,364000.0,634300.0,136300.0,170900.0,307200.0,43.654443,-70.270842
047 A012001,528 Cumberland Ave,223000.0,491000.0,714000.0,67700.0,204500.0,272200.0,43.654484,-70.270678
047 A013001,795 Congress St,257700.0,361500.0,619200.0,75200.0,361900.0,437100.0,43.654043,-70.272159
047 A014001,785 Congress St,211600.0,472300.0,683900.0,117500.0,116700.0,234200.0,43.654026,-70.271976
047 A015001,779 Congress St,225700.0,1100100.0,1325800.0,67900.0,465400.0,533300.0,43.653944,-70.271822
047 A016001,773 Congress St,41960.0,167840.0,209800.0,35000.0,140000.0,175000.0,43.65382,-70.27156
047 A016002,773 Congress St,72160.0,288640.0,360800.0,48900.0,195600.0,244500.0,43.65382,-70.27156
047 A016003,773 Congress St,84960.0,339840.0,424800.0,53400.0,213700.0,267100.0,43.65382,-70.27156
047 A016004,773 Congress St,46220.0,184880.0,231100.0,28500.0,114000.0,142500.0,43.65382,-70.27156
047 A016005,773 Congress St,24100.0,186300.0,210400.0,24100.0,96300.0,120400.0,43.65382,-70.27156
047 A017001,767 Congress St,537800.0,884100.0,1421900.0,298800.0,528000.0,826800.0,43.653842,-70.271325
047 A018001,765 Congress St,224100.0,947300.0,1171400.0,119500.0,281800.0,401300.0,43.653711,-70.271174
047 A019001,757 Congress St,495800.0,683000.0,1178800.0,279100.0,198000.0,477100.0,43.653611,-70.270886
047 A020001,747 Congress St,314800.0,2867500.0,3182300.0,163900.0,992400.0,1156300.0,43.653526,-70.270528
047 A021001,743 Congress St,209000.0,541700.0,750700.0,116100.0,258300.0,374400.0,43.653458,-70.270332
047 A022001,737 Congress St,213300.0,428100.0,641400.0,118500.0,242400.0,360900.0,43.653357,-70.270045
047 A028001,749 Congress St,149900.0,599600.0,749500.0,109200.0,436600.0,545800.0,43.653987,-70.270697
047 A028002,749 Congress St,149900.0,599600.0,749500.0,109200.0,436600.0,545800.0,43.653987,-70.270697
047 A028003,749 Congress St,148960.0,595840.0,744800.0,109200.0,436600.0,545800.0,43.653987,-70.270697
047 A028005,749 Congress St,149900.0,599600.0,749500.0,109200.0,436600.0,545800.0,43.653987,-70.270697
047 A028006,749 Congress St,149900.0,599600.0,749500.0,109200.0,436600.0,545800.0,43.653987,-70.270697
047 A028007,749 Congress St,149900.0,599600.0,749500.0,109200.0,436600.0,545800.0,43.653987,-70.270697
047 A02800A,751 Congress St,84260.0,337040.0,421300.0,58500.0,233900.0,292400.0,43.65422,-70.270794
047 A02800B,751 Congress St,84700.0,338800.0,423500.0,58500.0,234100.0,292600.0,43.65422,-70.270794
047 A029001,775 Congress St,225700.0,1072400.0,1298100.0,67900.0,428800.0,496700.0,43.653899,-70.271681
047 A031001,741 Congress St,161000.0,89600.0,250600.0,47000.0,30500.0,77500.0,43.653433,-70.270281
047 A033001,757 Congress St R,102400.0,313200.0,415600.0,39400.0,57700.0,97100.0,43.653611,-70.270886
047 B004001,494 Cumberland Ave,289100.0,499400.0,788500.0,145500.0,223800.0,369300.0,43.654827,-70.268759
047 B005001,492 Cumberland Ave,294400.0,532100.0,826500.0,148100.0,216200.0,364300.0,43.654835,-70.268644
047 B006001,488 Cumberland Ave,216500.0,720300.0,936800.0,67000.0,259400.0,326400.0,43.65487,-70.268484
047 B007001,486 Cumberland Ave,287700.0,641900.0,929600.0,144800.0,161200.0,306000.0,43.654913,-70.268384
047 B008001,484 Cumberland Ave,214000.0,784000.0,998000.0,66700.0,259900.0,326600.0,43.654915,-70.268236
047 B009001,482 Cumberland Ave,218000.0,515300.0,733300.0,67200.0,244500.0,311700.0,43.654935,-70.26814
047 C014001,687 Congress St,249700.0,29400.0,279100.0,141900.0,19360.0,161260.0,43.654003,-70.268187
047 C019001,709 Congress St,1185000.0,722500.0,1907500.0,658300.0,388400.0,1046700.0,43.65333,-70.269009
047 C021001,699 Congress St,271500.0,81100.0,352600.0,160900.0,53490.0,214390.0,43.653248,-70.268165
047 C025001,727 Congress St,63740.0,254960.0,318700.0,41400.0,165700.0,207100.0,43.653286,-70.269576
047 C025002,727 Congress St,81720.0,326880.0,408600.0,56600.0,226500.0,283100.0,43.653286,-70.269576
047 C025003,727 Congress St,69000.0,276000.0,345000.0,45000.0,179800.0,224800.0,43.653286,-70.269576
047 C025004,727 Congress St,66480.0,265920.0,332400.0,37900.0,151600.0,189500.0,43.653286,-70.269576
047 C025005,727 Congress St,70500.0,282000.0,352500.0,51500.0,205000.0,256500.0,43.653286,-70.269576
047 C025006,727 Congress St,61000.0,244000.0,305000.0,38700.0,154900.0,193600.0,43.653286,-70.269576
047 C025007,727 Congress St,62980.0,251920.0,314900.0,37900.0,151500.0,189400.0,43.653286,-70.269576
047 C025008,727 Congress St,76260.0,305040.0,381300.0,52200.0,208900.0,261100.0,43.653286,-70.269576
047 C026001,723 Congress St,251700.0,851300.0,1103000.0,139800.0,262500.0,402300.0,43.653306,-70.269308
047 C029001,707 Congress St,188700.0,406500.0,595200.0,63300.0,340400.0,403700.0,43.653223,-70.268527
047 C030001,705 Congress St,32220.0,128880.0,161100.0,18600.0,74400.0,93000.0,43.653204,-70.268418
047 C030002,705 Congress St,35280.0,141120.0,176400.0,20600.0,82300.0,102900.0,43.653204,-70.268418
047 C030003,705 Congress St,34960.0,139840.0,174800.0,20400.0,81500.0,101900.0,43.653204,-70.268418
047 C030004,705 Congress St,41440.0,165760.0,207200.0,24900.0,99500.0,124400.0,43.653204,-70.268418
047 C030005,705 Congress St,10800.0,518700.0,529500.0,47600.0,190400.0,238000.0,43.653204,-70.268418
047 C031001,701 Congress St,282200.0,704100.0,986300.0,142100.0,261100.0,403200.0,43.653241,-70.26828
047 C032001,699 Congress St,183800.0,530500.0,714300.0,62700.0,277900.0,340600.0,43.653248,-70.268165
047 C033001,691 Congress St,415500.0,369200.0,784700.0,230800.0,210800.0,441600.0,43.653314,-70.267898
047 C034001,685 Congress St,582100.0,978500.0,1560600.0,323400.0,481200.0,804600.0,43.653404,-70.267638
047 C035001,681 Congress St,393200.0,6564000.0,6957200.0,82200.0,2972300.0,3054500.0,43.653545,-70.267412
048 E016001,571 Cumberland Ave,202500.0,1106800.0,1309300.0,65200.0,488900.0,554100.0,43.654529,-70.272415
048 E017001,563 Cumberland Ave,251500.0,1087800.0,1339300.0,70100.0,403100.0,473200.0,43.654612,-70.272172
048 E019001,549 Cumberland Ave,195700.0,934600.0,1130300.0,64300.0,298600.0,362900.0,43.654689,-70.271608
048 E020001,545 Cumberland Ave,242400.0,722200.0,964600.0,69400.0,241300.0,310700.0,43.654762,-70.271394
048 E021001,541 Cumberland Ave,231700.0,697000.0,928700.0,68500.0,267600.0,336100.0,43.654764,-70.271202
048 E022001,535 Cumberland Ave,235500.0,806100.0,1041600.0,68800.0,251500.0,320300.0,43.654794,-70.270986
048 E023001,531 Cumberland Ave,225500.0,591400.0,816900.0,67900.0,211400.0,279300.0,43.654814,-70.270751
048 E026001,523 Cumberland Ave,202900.0,797600.0,1000500.0,65200.0,297800.0,363000.0,43.654919,-70.27046
048 E027001,553 Cumberland Ave,250200.0,3742200.0,3992400.0,70000.0,1374600.0,1444600.0,43.654739,-70.271747
048 E030001,555 Cumberland Ave,323600.0,459000.0,782600.0,162100.0,151300.0,313400.0,43.654649,-70.271894
048 F014001,519 Cumberland Ave,47780.0,191120.0,238900.0,22500.0,90100.0,112600.0,43.655014,-70.270048
048 F014002,519 Cumberland Ave,71980.0,287920.0,359900.0,40600.0,162300.0,202900.0,43.655014,-70.270048
048 F014003,519 Cumberland Ave,72420.0,289680.0,362100.0,40700.0,162700.0,203400.0,43.655014,-70.270048
048 F014004,521 Cumberland Ave,66040.0,264160.0,330200.0,47800.0,191100.0,238900.0,43.655007,-70.270103
048 F014005,521 Cumberland Ave,81340.0,325360.0,406700.0,52300.0,210500.0,262800.0,43.655007,-70.270103
048 F014006,521 Cumberland Ave,71680.0,286720.0,358400.0,47500.0,189900.0,237400.0,43.655007,-70.270103
048 F01401A,519 Cumberland Ave,48680.0,194720.0,243400.0,27900.0,111400.0,139300.0,43.655014,-70.270048
048 F015001,515 Cumberland Ave,208300.0,792200.0,1000500.0,65900.0,242900.0,308800.0,43.655054,-70.269857
048 F016001,511 Cumberland Ave,73500.0,294000.0,367500.0,48100.0,192400.0,240500.0,43.655085,-70.269679
048 F016002,511 Cumberland Ave,76600.0,306400.0,383000.0,48100.0,192600.0,240700.0,43.655085,-70.269679
048 F016003,511 Cumberland Ave,71960.0,287840.0,359800.0,46700.0,186700.0,233400.0,43.655085,-70.269679
048 F017001,509 Cumberland Ave,201800.0,614000.0,815800.0,65100.0,230700.0,295800.0,43.655117,-70.269523
048 F018001,507 Cumberland Ave,202500.0,613300.0,815800.0,65200.0,230600.0,295800.0,43.655139,-70.269405
048 F019001,503 Cumberland Ave,197200.0,874200.0,1071400.0,64500.0,430200.0,494700.0,43.655167,-70.269251
048 F020001,501 Cumberland Ave,92560.0,370240.0,462800.0,65400.0,261600.0,327000.0,43.655188,-70.269134
048 F020002,501 Cumberland Ave,82280.0,329120.0,411400.0,57000.0,228000.0,285000.0,43.655188,-70.269134
